episode_title_id,show_title_id,season_number,episode_number
tt0503790,tt0312081,1,8
tt0503791,tt0312081,2,20
tt0503793,tt0312081,3,14
tt0503794,tt0312081,3,5
tt0503800,tt0312081,3,7
tt0503802,tt0312081,2,12
tt0503803,tt0312081,1,19
tt0503804,tt0312081,2,16
tt0503807,tt0312081,1,17
tt0503809,tt0312081,1,20
tt0503811,tt0312081,2,23
tt0503815,tt0312081,1,10
tt0503816,tt0312081,1,22
tt0503817,tt0312081,2,4
tt0503820,tt0312081,1,15
tt0503822,tt0312081,2,18
tt0503827,tt0312081,2,6
tt0503828,tt0312081,3,15
tt0503829,tt0312081,2,13
tt0503830,tt0312081,2,14
tt0503833,tt0312081,1,11
tt0503834,tt0312081,1,1
tt0503835,tt0312081,2,1
tt0503837,tt0312081,1,24
tt0503838,tt0312081,1,13
tt0503841,tt0312081,2,2
tt0503843,tt0312081,1,5
tt0503844,tt0312081,1,27
tt0503845,tt0312081,1,28
tt0503850,tt0312081,2,22
tt0503853,tt0312081,3,19
tt0504387,tt0090390,2,12
tt0504388,tt0090390,2,13
tt0504391,tt0090390,4,1
tt0504396,tt0090390,4,24
tt0504397,tt0090390,1,8
tt0504399,tt0090390,1,6
tt0504402,tt0090390,2,11
tt0504404,tt0090390,3,23
tt0504405,tt0090390,1,7
tt0504412,tt0090390,1,15
tt0504413,tt0090390,1,22
tt0504414,tt0090390,4,13
tt0504415,tt0090390,1,9
tt0504418,tt0090390,4,2
tt0504419,tt0090390,4,9
tt0504422,tt0090390,4,15
tt0504425,tt0090390,1,13
tt0504426,tt0090390,2,22
tt0504427,tt0090390,2,9
tt0504429,tt0090390,1,11
tt0504431,tt0090390,2,5
tt0504436,tt0090390,2,17
tt0504437,tt0090390,2,18
tt0504440,tt0090390,3,2
tt0504442,tt0090390,4,21
tt0504443,tt0090390,3,1
tt0504444,tt0090390,1,2
tt0504447,tt0090390,2,3
tt0504449,tt0090390,1,23
tt0504450,tt0090390,3,4
tt0504454,tt0090390,1,16
tt0504455,tt0090390,1,17
tt0504458,tt0090390,2,26
tt0504463,tt0090390,1,24
tt0504464,tt0090390,4,19
tt0504485,tt0108684,3,13
tt0504486,tt0108684,3,10
tt0504487,tt0108684,,
tt0504489,tt0108684,,
tt0504492,tt0108684,2,17
tt0504493,tt0108684,2,16
tt0504495,tt0108684,,
tt0504497,tt0108684,1,0
tt0504499,tt0108684,,
tt0504500,tt0108684,,
tt0505791,tt0105932,1,15
tt0505792,tt0105932,1,24
tt0505797,tt0105932,1,19
tt0505801,tt0105932,1,17
tt0505803,tt0105932,1,26
tt0505807,tt0105932,1,3
tt0505808,tt0105932,1,1
tt0505811,tt0105932,1,8
tt0505813,tt0105932,1,5
tt0505814,tt0105932,1,22
tt0506446,tt0086661,1,7
tt0506452,tt0086661,1,3
tt0506453,tt0086661,2,3
tt0506455,tt0086661,2,4
tt0506457,tt0086661,1,6
tt0508513,tt0241088,1,2
tt0508515,tt0241088,1,4
tt0508517,tt0241088,2,4
tt0508520,tt0241088,2,1
tt0508526,tt0241088,3,1
tt0508527,tt0241088,2,5
tt0509793,tt0066626,4,21
tt0509794,tt0066626,4,17
tt0509795,tt0066626,6,18
tt0509797,tt0066626,1,4
tt0509799,tt0066626,3,20
tt0509803,tt0066626,2,18
tt0509809,tt0066626,8,11
tt0509810,tt0066626,5,11
tt0509811,tt0066626,4,10
tt0509813,tt0066626,2,3
tt0509815,tt0066626,6,3
tt0509819,tt0066626,8,8
tt0509820,tt0066626,7,3
tt0509821,tt0066626,7,1
tt0509825,tt0066626,5,13
tt0509836,tt0066626,9,18
tt0509837,tt0066626,7,8
tt0509846,tt0066626,6,8
tt0509848,tt0066626,3,6
tt0509852,tt0066626,9,8
tt0509853,tt0066626,2,4
tt0509854,tt0066626,2,22
tt0509855,tt0066626,8,4
tt0509868,tt0066626,7,22
tt0509869,tt0066626,3,9
tt0509872,tt0066626,1,6
tt0509875,tt0066626,6,10
tt0509879,tt0066626,7,14
tt0509881,tt0066626,4,6
tt0509887,tt0066626,4,20
tt0509896,tt0066626,7,21
tt0509897,tt0066626,3,11
tt0509900,tt0066626,6,19
tt0509904,tt0066626,2,9
tt0509905,tt0066626,7,11
tt0509906,tt0066626,6,16
tt0509916,tt0066626,9,17
tt0509917,tt0066626,9,20
tt0509918,tt0066626,7,19
tt0509920,tt0066626,8,16
tt0509921,tt0066626,7,9
tt0509923,tt0066626,5,15
tt0509926,tt0066626,8,21
tt0509927,tt0066626,5,1
tt0509931,tt0066626,2,6
tt0509934,tt0066626,1,13
tt0509939,tt0066626,2,11
tt0509940,tt0066626,7,6
tt0509943,tt0066626,9,24
tt0509946,tt0066626,4,13
tt0509950,tt0066626,9,25
tt0509951,tt0066626,8,6
tt0512389,tt0053479,1,9
tt0512390,tt0053479,8,29
tt0512392,tt0053479,7,15
tt0512395,tt0053479,8,3
tt0512396,tt0053479,7,18
tt0512403,tt0053479,2,25
tt0512406,tt0053479,4,14
tt0512407,tt0053479,1,23
tt0512408,tt0053479,1,21
tt0512416,tt0053479,7,20
tt0512418,tt0053479,6,2
tt0512420,tt0053479,4,22
tt0512426,tt0053479,2,23
tt0512434,tt0053479,5,5
tt0512437,tt0053479,4,31
tt0512439,tt0053479,5,32
tt0512443,tt0053479,1,30
tt0512447,tt0053479,2,20
tt0512449,tt0053479,2,5
tt0512453,tt0053479,2,2
tt0512455,tt0053479,5,8
tt0512457,tt0053479,7,11
tt0512458,tt0053479,1,32
tt0512459,tt0053479,4,5
tt0512460,tt0053479,1,11
tt0512464,tt0053479,2,30
tt0512465,tt0053479,2,7
tt0512466,tt0053479,2,31
tt0512468,tt0053479,4,25
tt0512471,tt0053479,6,24
tt0512472,tt0053479,1,4
tt0512476,tt0053479,8,18
tt0512481,tt0053479,4,32
tt0512485,tt0053479,5,17
tt0512486,tt0053479,5,20
tt0512487,tt0053479,8,16
tt0512494,tt0053479,8,24
tt0512496,tt0053479,3,17
tt0512497,tt0053479,8,12
tt0512499,tt0053479,8,15
tt0512501,tt0053479,7,27
tt0512505,tt0053479,3,7
tt0512508,tt0053479,6,3
tt0512511,tt0053479,1,13
tt0512514,tt0053479,7,7
tt0512515,tt0053479,3,31
tt0512519,tt0053479,3,14
tt0512521,tt0053479,7,10
tt0512527,tt0053479,5,31
tt0512530,tt0053479,8,19
tt0512536,tt0053479,6,1
tt0512539,tt0053479,7,26
tt0512542,tt0053479,7,13
tt0512548,tt0053479,8,27
tt0512551,tt0053479,8,14
tt0512555,tt0053479,7,4
tt0512558,tt0053479,6,29
tt0512559,tt0053479,6,5
tt0512560,tt0053479,1,16
tt0512561,tt0053479,3,12
tt0512563,tt0053479,2,28
tt0512567,tt0053479,6,14
tt0512571,tt0053479,3,5
tt0512573,tt0053479,7,6
tt0512574,tt0053479,3,25
tt0512576,tt0053479,5,3
tt0512579,tt0053479,3,22
tt0512581,tt0053479,1,31
tt0512584,tt0053479,6,9
tt0512586,tt0053479,1,26
tt0512587,tt0053479,2,17
tt0512591,tt0053479,7,2
tt0512593,tt0053479,1,2
tt0512595,tt0053479,3,8
tt0512596,tt0053479,8,17
tt0512599,tt0053479,1,1
tt0512600,tt0053479,5,11
tt0512601,tt0053479,2,8
tt0512602,tt0053479,2,11
tt0512603,tt0053479,5,18
tt0512604,tt0053479,6,17
tt0512608,tt0053479,7,9
tt0512616,tt0053479,2,27
tt0512617,tt0053479,4,9
tt0512618,tt0053479,2,26
tt0513202,tt0105941,1,50
tt0513208,tt0105941,1,36
tt0513211,tt0105941,1,40
tt0513214,tt0105941,3,7
tt0513215,tt0105941,1,42
tt0513218,tt0105941,1,56
tt0513219,tt0105941,2,3
tt0513221,tt0105941,1,13
tt0513230,tt0105941,1,18
tt0513232,tt0105941,1,22
tt0513233,tt0105941,1,31
tt0513235,tt0105941,1,17
tt0513241,tt0105941,1,5
tt0513243,tt0105941,3,6
tt0513247,tt0105941,1,59
tt0514017,tt0364782,2,6
tt0514021,tt0364782,2,10
tt0514023,tt0364782,2,13
tt0514024,tt0364782,2,11
tt0514025,tt0364782,2,4
tt0514027,tt0364782,3,13
tt0514028,tt0364782,3,5
tt0514029,tt0364782,3,8
tt0514031,tt0364782,3,18
tt0514032,tt0364782,3,2
tt0514034,tt0364782,3,1
tt0514035,tt0364782,4,7
tt0514038,tt0364782,4,14
tt0514039,tt0364782,4,11
tt0514040,tt0364782,4,13
tt0514041,tt0364782,1,14
tt0514042,tt0364782,1,15
tt0514043,tt0364782,1,4
tt0514044,tt0364782,1,6
tt0514045,tt0364782,1,5
tt0514384,tt0103352,6,10
tt0514385,tt0103352,6,9
tt0514386,tt0103352,3,2
tt0514387,tt0103352,5,7
tt0514389,tt0103352,4,4
tt0514390,tt0103352,4,5
tt0514393,tt0103352,2,3
tt0514394,tt0103352,2,13
tt0514398,tt0103352,4,13
tt0514399,tt0103352,3,3
tt0514403,tt0103352,1,7
tt0514407,tt0103352,3,12
tt0514409,tt0103352,3,13
tt0514410,tt0103352,2,6
tt0514411,tt0103352,1,11
tt0514413,tt0103352,3,5
tt0514418,tt0103352,2,7
tt0514419,tt0103352,2,9
tt0514424,tt0103352,5,2
tt0514425,tt0103352,7,5
tt0514426,tt0103352,1,3
tt0514427,tt0103352,4,2
tt0514429,tt0103352,5,8
tt0514430,tt0103352,2,2
tt0514437,tt0103352,1,13
tt0514441,tt0103352,4,1
tt0514447,tt0103352,4,12
tt0514459,tt0103352,6,7
tt0514461,tt0103352,7,10
tt0514464,tt0103352,6,5
tt0514470,tt0103352,7,4
tt0514477,tt0103352,6,2
tt0515207,tt0367279,2,6
tt0515208,tt0367279,1,16
tt0515212,tt0367279,1,3
tt0515213,tt0367279,2,9
tt0515215,tt0367279,3,12
tt0515217,tt0367279,3,11
tt0515219,tt0367279,2,4
tt0515231,tt0367279,1,8
tt0515232,tt0367279,1,21
tt0515233,tt0367279,3,4
tt0515234,tt0367279,2,11
tt0515238,tt0367279,1,11
tt0515242,tt0367279,3,9
tt0515243,tt0367279,2,5
tt0515247,tt0367279,1,9
tt0515258,tt0367279,1,20
tt0516804,tt0054518,4,8
tt0516805,tt0054518,4,21
tt0516806,tt0054518,7,8
tt0516809,tt0054518,2,17
tt0516810,tt0054518,3,1
tt0516815,tt0054518,3,24
tt0516819,tt0054518,6,4
tt0516820,tt0054518,1,23
tt0516823,tt0054518,3,13
tt0516824,tt0054518,4,4
tt0516825,tt0054518,3,5
tt0516826,tt0054518,2,8
tt0516827,tt0054518,2,10
tt0516834,tt0054518,1,26
tt0516839,tt0054518,7,7
tt0516843,tt0054518,7,32
tt0516845,tt0054518,7,12
tt0516846,tt0054518,7,26
tt0516852,tt0054518,2,15
tt0516853,tt0054518,7,16
tt0516855,tt0054518,7,17
tt0516856,tt0054518,2,26
tt0516860,tt0054518,7,21
tt0516863,tt0054518,4,11
tt0516864,tt0054518,3,18
tt0516865,tt0054518,2,5
tt0516866,tt0054518,6,8
tt0516868,tt0054518,6,7
tt0516869,tt0054518,7,28
tt0516870,tt0054518,5,10
tt0516873,tt0054518,3,6
tt0516875,tt0054518,7,31
tt0516876,tt0054518,1,11
tt0516877,tt0054518,2,2
tt0516882,tt0054518,2,20
tt0516883,tt0054518,3,8
tt0516886,tt0054518,4,16
tt0516887,tt0054518,5,14
tt0516891,tt0054518,7,3
tt0516894,tt0054518,2,12
tt0516899,tt0054518,4,3
tt0516902,tt0054518,2,3
tt0516904,tt0054518,5,2
tt0516905,tt0054518,7,1
tt0516910,tt0054518,3,11
tt0516914,tt0054518,4,9
tt0516915,tt0054518,4,23
tt0516916,tt0054518,7,14
tt0516920,tt0054518,4,6
tt0516921,tt0054518,2,7
tt0516927,tt0054518,6,6
tt0516928,tt0054518,1,8
tt0516934,tt0054518,1,14
tt0516937,tt0054518,4,1
tt0516939,tt0054518,3,2
tt0516940,tt0054518,2,21
tt0516941,tt0054518,3,15
tt0516942,tt0054518,5,6
tt0516945,tt0054518,6,3
tt0516946,tt0054518,7,13
tt0516950,tt0054518,2,11
tt0516954,tt0054518,4,22
tt0517803,tt0313038,5,1
tt0517805,tt0313038,6,1
tt0517806,tt0313038,6,2
tt0519393,tt0147746,1,12
tt0519394,tt0147746,2,26
tt0519395,tt0147746,2,22
tt0519396,tt0147746,2,17
tt0519404,tt0147746,1,8
tt0519405,tt0147746,1,11
tt0519407,tt0147746,2,14
tt0519409,tt0147746,1,4
tt0519410,tt0147746,1,6
tt0519415,tt0147746,3,1
tt0519418,tt0147746,1,5
tt0519419,tt0147746,2,10
tt0519425,tt0147746,1,1
tt0519426,tt0147746,1,2
tt0519431,tt0147746,1,10
tt0519437,tt0147746,3,11
tt0519438,tt0147746,2,19
tt0519441,tt0147746,3,13
tt0519443,tt0147746,2,25
tt0519446,tt0059968,3,5
tt0519447,tt0059968,2,51
tt0519448,tt0059968,1,11
tt0519450,tt0059968,2,13
tt0519451,tt0059968,2,6
tt0519453,tt0059968,1,6
tt0519455,tt0059968,1,26
tt0519458,tt0059968,2,52
tt0519466,tt0059968,2,20
tt0519471,tt0059968,2,58
tt0519472,tt0059968,1,24
tt0519476,tt0059968,2,17
tt0519477,tt0059968,1,18
tt0519480,tt0059968,3,23
tt0519484,tt0059968,2,53
tt0519489,tt0059968,2,23
tt0519494,tt0059968,2,43
tt0519500,tt0059968,2,41
tt0519502,tt0059968,1,2
tt0519506,tt0059968,2,28
tt0519511,tt0059968,2,29
tt0519513,tt0059968,2,12
tt0519517,tt0059968,2,16
tt0519519,tt0059968,2,60
tt0519521,tt0059968,3,25
tt0519525,tt0059968,3,22
tt0519526,tt0059968,2,9
tt0519527,tt0059968,2,21
tt0519532,tt0059968,2,48
tt0519533,tt0059968,3,24
tt0519535,tt0059968,2,47
tt0519536,tt0059968,2,22
tt0519542,tt0059968,2,39
tt0519546,tt0059968,1,28
tt0519550,tt0059968,1,23
tt0519551,tt0059968,2,33
tt0519557,tt0059968,2,14
tt0519564,tt0059968,1,9
tt0519766,tt0407362,2,18
tt0519768,tt0407362,2,8
tt0519773,tt0407362,2,7
tt0519776,tt0407362,2,19
tt0519777,tt0407362,2,20
tt0519780,tt0407362,2,4
tt0519782,tt0407362,2,12
tt0519784,tt0407362,2,15
tt0519785,tt0407362,2,1
tt0519786,tt0407362,1,7
tt0519787,tt0407362,2,17
tt0519788,tt0407362,2,5
tt0519791,tt0407362,2,2
tt0519793,tt0407362,1,5
tt0520233,tt0115108,3,8
tt0520236,tt0115108,3,11
tt0520237,tt0115108,2,11
tt0520240,tt0115108,2,10
tt0520493,tt0092319,1,11
tt0520497,tt0092319,2,9
tt0520498,tt0092319,2,21
tt0520500,tt0092319,1,13
tt0520505,tt0092319,1,18
tt0520506,tt0092319,2,5
tt0520512,tt0092319,3,3
tt0520515,tt0092319,1,1
tt0520518,tt0092319,1,16
tt0520519,tt0092319,2,2
tt0520520,tt0092319,1,3
tt0520529,tt0092319,2,19
tt0520538,tt0092319,2,20
tt0520539,tt0092319,2,14
tt0526461,tt0101049,1,2
tt0526465,tt0101049,4,1
tt0526467,tt0101049,4,3
tt0526468,tt0101049,4,4
tt0526469,tt0101049,4,5
tt0526537,tt0084988,1,2
tt0526540,tt0084988,1,6
tt0526541,tt0084988,1,1
tt0526542,tt0084988,1,4
tt0526547,tt0262150,1,1
tt0526548,tt0262150,3,2
tt0526550,tt0262150,1,6
tt0526553,tt0262150,1,2
tt0526557,tt0262150,1,4
tt0526561,tt0262150,3,5
tt0526717,tt0088484,1,6
tt0526721,tt0092324,1,5
tt0526724,tt0092324,1,2
tt0526863,tt0442632,1,12
tt0526866,tt0442632,1,3
tt0526869,tt0442632,1,8
tt0527164,tt0101050,4,9
tt0527166,tt0101050,4,21
tt0527168,tt0101050,5,19
tt0527173,tt0101050,4,14
tt0527174,tt0101050,2,9
tt0527181,tt0101050,4,8
tt0527183,tt0101050,4,15
tt0527189,tt0101050,4,28
tt0527190,tt0101050,2,2
tt0527192,tt0101050,2,5
tt0527194,tt0101050,2,21
tt0527195,tt0101050,3,25
tt0527197,tt0101050,3,8
tt0527199,tt0101050,2,7
tt0527200,tt0101050,5,15
tt0527201,tt0101050,2,13
tt0527202,tt0101050,3,6
tt0527204,tt0101050,4,27
tt0527209,tt0101050,5,11
tt0527213,tt0101050,4,26
tt0527214,tt0101050,3,3
tt0527217,tt0101050,1,12
tt0527221,tt0101050,2,8
tt0527222,tt0101050,1,11
tt0527229,tt0101050,2,24
tt0527234,tt0101050,4,10
tt0527236,tt0101050,5,8
tt0527237,tt0101050,1,8
tt0527239,tt0101050,3,15
tt0527241,tt0101050,3,10
tt0527245,tt0101050,2,12
tt0527248,tt0101050,2,6
tt0527249,tt0101050,1,9
tt0527251,tt0101050,2,19
tt0527254,tt0101050,5,14
tt0527255,tt0101050,1,4
tt0527257,tt0101050,2,20
tt0530297,tt0373732,1,5
tt0530301,tt0373732,1,14
tt0530303,tt0373732,1,10
tt0530837,tt0105958,3,14
tt0530843,tt0105958,7,21
tt0530845,tt0105958,7,20
tt0530847,tt0105958,2,1
tt0530849,tt0105958,6,19
tt0530850,tt0105958,6,5
tt0530851,tt0105958,1,21
tt0530852,tt0105958,5,2
tt0530854,tt0105958,7,22
tt0530856,tt0105958,2,15
tt0530859,tt0105958,2,18
tt0530860,tt0105958,6,18
tt0530861,tt0105958,2,22
tt0530865,tt0105958,1,9
tt0530867,tt0105958,4,21
tt0530872,tt0105958,4,12
tt0530874,tt0105958,6,7
tt0530881,tt0105958,5,4
tt0530884,tt0105958,1,7
tt0530885,tt0105958,4,2
tt0530886,tt0105958,3,4
tt0530888,tt0105958,6,2
tt0530890,tt0105958,6,6
tt0530892,tt0105958,3,5
tt0530897,tt0105958,2,14
tt0530899,tt0105958,5,7
tt0530901,tt0105958,3,19
tt0530903,tt0105958,5,18
tt0530905,tt0105958,5,3
tt0530906,tt0105958,1,18
tt0530908,tt0105958,1,5
tt0530912,tt0105958,2,4
tt0530916,tt0105958,3,13
tt0530919,tt0105958,2,3
tt0530921,tt0105958,1,2
tt0530922,tt0105958,2,2
tt0530926,tt0105958,2,20
tt0530929,tt0105958,5,12
tt0530930,tt0105958,3,8
tt0530933,tt0105958,6,15
tt0530936,tt0105958,4,20
tt0530938,tt0105958,1,13
tt0530940,tt0105958,7,1
tt0530941,tt0105958,4,7
tt0530943,tt0105958,4,9
tt0530944,tt0105958,5,20
tt0530946,tt0105958,3,16
tt0530947,tt0105958,1,8
tt0530948,tt0105958,1,14
tt0530949,tt0105958,2,11
tt0530953,tt0105958,3,12
tt0530955,tt0105958,3,15
tt0530956,tt0105958,7,9
tt0530958,tt0105958,3,9
tt0530959,tt0105958,3,17
tt0530960,tt0105958,1,20
tt0530965,tt0105958,5,5
tt0530967,tt0105958,5,23
tt0530968,tt0105958,3,6
tt0530972,tt0105958,4,10
tt0530973,tt0105958,2,12
tt0530974,tt0105958,4,18
tt0530979,tt0105958,4,14
tt0530981,tt0105958,2,19
tt0530983,tt0105958,7,5
tt0531068,tt0063878,2,8
tt0531070,tt0063878,5,1
tt0531072,tt0063878,2,23
tt0531082,tt0063878,4,5
tt0531083,tt0063878,1,2
tt0531085,tt0063878,3,16
tt0531086,tt0063878,1,3
tt0531087,tt0063878,1,10
tt0531090,tt0063878,3,12
tt0531097,tt0063878,4,11
tt0531098,tt0063878,4,1
tt0531103,tt0063878,3,7
tt0531105,tt0063878,1,7
tt0531106,tt0063878,4,14
tt0531107,tt0063878,2,20
tt0531108,tt0063878,1,25
tt0531109,tt0063878,4,13
tt0531111,tt0063878,5,7
tt0531113,tt0063878,5,13
tt0531114,tt0063878,3,22
tt0531116,tt0063878,5,4
tt0531118,tt0063878,5,16
tt0531119,tt0063878,4,2
tt0531121,tt0063878,5,5
tt0531122,tt0063878,5,9
tt0531123,tt0063878,5,3
tt0531124,tt0063878,1,9
tt0531127,tt0063878,3,18
tt0531128,tt0063878,3,3
tt0531129,tt0063878,5,11
tt0531131,tt0063878,2,1
tt0531137,tt0063878,1,1
tt0531142,tt0063878,2,9
tt0531145,tt0063878,4,7
tt0531149,tt0063878,2,10
tt0531150,tt0063878,3,14
tt0531155,tt0063878,3,4
tt0531156,tt0063878,2,21
tt0531158,tt0063878,1,23
tt0531162,tt0063878,5,18
tt0531163,tt0063878,1,11
tt0531164,tt0063878,5,17
tt0531165,tt0063878,2,11
tt0534418,tt0075488,4,11
tt0534419,tt0075488,4,21
tt0534421,tt0075488,5,17
tt0534424,tt0075488,1,6
tt0534430,tt0075488,5,15
tt0534433,tt0075488,3,15
tt0534434,tt0075488,5,11
tt0534437,tt0075488,1,21
tt0534449,tt0075488,3,9
tt0534450,tt0075488,3,10
tt0534451,tt0075488,3,24
tt0534452,tt0075488,3,17
tt0534457,tt0075488,5,9
tt0534458,tt0075488,6,18
tt0534463,tt0075488,6,16
tt0534465,tt0075488,4,1
tt0534467,tt0075488,6,8
tt0534470,tt0075488,3,4
tt0534471,tt0075488,6,13
tt0534473,tt0075488,1,17
tt0534474,tt0075488,4,12
tt0534477,tt0075488,1,9
tt0534481,tt0075488,6,15
tt0534482,tt0075488,5,26
tt0534483,tt0075488,4,16
tt0534492,tt0075488,4,17
tt0534493,tt0075488,3,23
tt0534495,tt0075488,1,13
tt0534498,tt0075488,1,1
tt0534501,tt0075488,2,16
tt0534502,tt0075488,2,20
tt0534503,tt0075488,1,20
tt0534509,tt0075488,6,9
tt0534510,tt0075488,2,22
tt0534511,tt0075488,6,4
tt0534513,tt0075488,3,2
tt0534516,tt0075488,3,13
tt0534522,tt0075488,5,1
tt0534523,tt0075488,2,11
tt0534527,tt0075488,4,5
tt0534528,tt0075488,4,6
tt0534531,tt0075488,4,18
tt0534532,tt0075488,5,4
tt0534536,tt0075488,6,3
tt0534537,tt0075488,3,21
